chromosome_name,external_gene_name,external_transcript_name,transcript_length,description
1,FAM231B,FAM231B-201,510,family with sequence similarity 231 member B [Source:HGNC Symbol;Acc:HGNC:49506]
17,MYO18A,MYO18A-214,7522,myosin XVIIIA [Source:HGNC Symbol;Acc:HGNC:31104]
17,MYO18A,MYO18A-209,7504,myosin XVIIIA [Source:HGNC Symbol;Acc:HGNC:31104]
17,MYO18A,MYO18A-224,1564,myosin XVIIIA [Source:HGNC Symbol;Acc:HGNC:31104]
17,MYO18A,MYO18A-204,589,myosin XVIIIA [Source:HGNC Symbol;Acc:HGNC:31104]
17,MYO18A,MYO18A-216,1168,myosin XVIIIA [Source:HGNC Symbol;Acc:HGNC:31104]
17,MYO18A,MYO18A-223,7501,myosin XVIIIA [Source:HGNC Symbol;Acc:HGNC:31104]
17,TRIM16L,TRIM16L-201,1982,tripartite motif containing 16 like [Source:HGNC Symbol;Acc:HGNC:32670]
17,LIMD2,LIMD2-201,3193,LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142]
17,LIMD2,LIMD2-205,1534,LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142]
17,LIMD2,LIMD2-211,1298,LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142]
17,LIMD2,LIMD2-202,756,LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142]
17,LIMD2,LIMD2-206,602,LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142]
17,LIMD2,LIMD2-210,509,LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142]
17,LIMD2,LIMD2-212,566,LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142]
17,TMEM98,TMEM98-202,1683,transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]
17,TMEM98,TMEM98-206,4434,transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]
17,TMEM98,TMEM98-203,808,transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]
17,TMEM98,TMEM98-201,826,transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]
17,TMEM98,TMEM98-205,806,transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]
17,TMEM98,TMEM98-204,896,transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]
17,TMEM98,TMEM98-209,776,transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]
17,SLFN13,SLFN13-201,8469,schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]
17,SLFN13,SLFN13-204,6004,schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]
17,SLFN13,SLFN13-210,3058,schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]
17,SLFN13,SLFN13-209,4121,schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]
17,SLFN13,SLFN13-207,596,schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]
17,SLFN13,SLFN13-202,576,schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]
17,SLFN13,SLFN13-206,550,schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]
17,SLFN13,SLFN13-211,5921,schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]
17,EVI2A,EVI2A-202,1540,ecotropic viral integration site 2A [Source:HGNC Symbol;Acc:HGNC:3499]
17,EVI2A,EVI2A-201,1860,ecotropic viral integration site 2A [Source:HGNC Symbol;Acc:HGNC:3499]
17,EVI2A,EVI2A-203,1854,ecotropic viral integration site 2A [Source:HGNC Symbol;Acc:HGNC:3499]
17,MARCH10,MARCH10-206,2377,membrane associated ring-CH-type finger 10 [Source:HGNC Symbol;Acc:HGNC:26655]
17,MARCH10,MARCH10-202,3057,membrane associated ring-CH-type finger 10 [Source:HGNC Symbol;Acc:HGNC:26655]
17,MARCH10,MARCH10-201,3090,membrane associated ring-CH-type finger 10 [Source:HGNC Symbol;Acc:HGNC:26655]
17,MARCH10,MARCH10-209,3214,membrane associated ring-CH-type finger 10 [Source:HGNC Symbol;Acc:HGNC:26655]
17,MARCH10,MARCH10-203,3338,membrane associated ring-CH-type finger 10 [Source:HGNC Symbol;Acc:HGNC:26655]
17,MARCH10,MARCH10-208,718,membrane associated ring-CH-type finger 10 [Source:HGNC Symbol;Acc:HGNC:26655]
17,MARCH10,MARCH10-210,559,membrane associated ring-CH-type finger 10 [Source:HGNC Symbol;Acc:HGNC:26655]
17,SLC35G3,SLC35G3-201,2004,solute carrier family 35 member G3 [Source:HGNC Symbol;Acc:HGNC:26848]
17,PPM1D,PPM1D-201,4778,"protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]"
17,PPM1D,PPM1D-203,489,"protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]"
17,PPM1D,PPM1D-204,1525,"protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]"
17,NSF,NSF-201,3983,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase [Source:HGNC Symbol;Acc:HGNC:8016]"
17,NSF,NSF-207,364,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase [Source:HGNC Symbol;Acc:HGNC:8016]"
17,NSF,NSF-204,569,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase [Source:HGNC Symbol;Acc:HGNC:8016]"
17,NSF,NSF-206,2667,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase [Source:HGNC Symbol;Acc:HGNC:8016]"
17,NSF,NSF-208,710,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase [Source:HGNC Symbol;Acc:HGNC:8016]"
17,NSF,NSF-202,580,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase [Source:HGNC Symbol;Acc:HGNC:8016]"
17,ACTG1,ACTG1-201,1994,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
17,ACTG1,ACTG1-206,2002,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
17,ACTG1,ACTG1-210,2256,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
17,ACTG1,ACTG1-208,2001,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
17,ACTG1,ACTG1-203,761,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
17,ACTG1,ACTG1-211,856,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
17,ACTG1,ACTG1-209,742,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
17,ACTG1,ACTG1-204,813,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
17,ACTG1,ACTG1-202,471,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
17,ACTG1,ACTG1-216,1723,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
17,HDAC5,HDAC5-201,5326,histone deacetylase 5 [Source:HGNC Symbol;Acc:HGNC:14068]
17,HDAC5,HDAC5-202,5040,histone deacetylase 5 [Source:HGNC Symbol;Acc:HGNC:14068]
17,HDAC5,HDAC5-204,3662,histone deacetylase 5 [Source:HGNC Symbol;Acc:HGNC:14068]
17,HDAC5,HDAC5-207,846,histone deacetylase 5 [Source:HGNC Symbol;Acc:HGNC:14068]
17,HDAC5,HDAC5-209,445,histone deacetylase 5 [Source:HGNC Symbol;Acc:HGNC:14068]
17,HDAC5,HDAC5-210,667,histone deacetylase 5 [Source:HGNC Symbol;Acc:HGNC:14068]
17,HDAC5,HDAC5-205,504,histone deacetylase 5 [Source:HGNC Symbol;Acc:HGNC:14068]
17,ENDOV,ENDOV-204,2815,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-213,2680,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-229,864,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-201,1226,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-225,1475,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-211,468,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-212,2500,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-203,2548,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-227,545,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-228,607,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-223,855,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-219,547,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-207,2418,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-205,625,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-206,2549,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-202,908,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-220,607,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-230,334,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,ENDOV,ENDOV-209,727,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
17,SOCS3,SOCS3-201,2734,suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]
17,SOCS3,SOCS3-202,361,suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]
17,EPN2,EPN2-218,562,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,EPN2,EPN2-224,546,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,EPN2,EPN2-201,4871,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,EPN2,EPN2-222,637,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,EPN2,EPN2-215,591,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,EPN2,EPN2-203,2216,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,EPN2,EPN2-206,1657,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,EPN2,EPN2-208,959,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,EPN2,EPN2-212,1491,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,EPN2,EPN2-217,639,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,EPN2,EPN2-223,578,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,EPN2,EPN2-213,563,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,EPN2,EPN2-204,3860,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,EPN2,EPN2-205,2863,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,EPN2,EPN2-210,1883,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,EPN2,EPN2-202,4664,epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]
17,CRHR1,CRHR1-202,2535,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:2357]
17,CRHR1,CRHR1-205,1146,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:2357]
17,CRHR1,CRHR1-208,1206,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:2357]
17,CRHR1,CRHR1-206,2399,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:2357]
17,CRHR1,CRHR1-209,223,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:2357]
17,CRHR1,CRHR1-203,2490,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:2357]
17,CRHR1,CRHR1-214,2370,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:2357]
17,CRHR1,CRHR1-201,2621,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:2357]
17,KAT7,KAT7-201,9644,lysine acetyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:17016]
17,KAT7,KAT7-204,1774,lysine acetyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:17016]
17,KAT7,KAT7-210,1774,lysine acetyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:17016]
17,KAT7,KAT7-213,1769,lysine acetyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:17016]
17,KAT7,KAT7-202,3469,lysine acetyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:17016]
17,KAT7,KAT7-207,563,lysine acetyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:17016]
17,KAT7,KAT7-203,3638,lysine acetyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:17016]
17,MIEN1,MIEN1-201,1006,migration and invasion enhancer 1 [Source:HGNC Symbol;Acc:HGNC:28230]
17,MIEN1,MIEN1-205,806,migration and invasion enhancer 1 [Source:HGNC Symbol;Acc:HGNC:28230]
17,PGAP3,PGAP3-206,2220,post-GPI attachment to proteins 3 [Source:HGNC Symbol;Acc:HGNC:23719]
17,PGAP3,PGAP3-201,2737,post-GPI attachment to proteins 3 [Source:HGNC Symbol;Acc:HGNC:23719]
17,PGAP3,PGAP3-203,2533,post-GPI attachment to proteins 3 [Source:HGNC Symbol;Acc:HGNC:23719]
17,PGAP3,PGAP3-204,970,post-GPI attachment to proteins 3 [Source:HGNC Symbol;Acc:HGNC:23719]
17,PGAP3,PGAP3-210,538,post-GPI attachment to proteins 3 [Source:HGNC Symbol;Acc:HGNC:23719]
17,PGAP3,PGAP3-211,2094,post-GPI attachment to proteins 3 [Source:HGNC Symbol;Acc:HGNC:23719]
17,AC015802.6,AC015802.6-201,5654,
17,ST6GALNAC2,ST6GALNAC2-201,2170,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10867]"
17,ST6GALNAC2,ST6GALNAC2-207,637,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10867]"
17,SPHK1,SPHK1-208,541,sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]
17,SPHK1,SPHK1-203,2238,sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]
17,SPHK1,SPHK1-205,858,sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]
17,SPHK1,SPHK1-206,588,sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]
17,SPHK1,SPHK1-210,1821,sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]
17,SPHK1,SPHK1-207,1851,sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]
17,SPHK1,SPHK1-201,2138,sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]
17,SPHK1,SPHK1-202,1779,sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]
17,SPOP,SPOP-202,2985,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
17,SPOP,SPOP-206,1865,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
17,SPOP,SPOP-205,1932,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
17,SPOP,SPOP-214,1134,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
17,SPOP,SPOP-209,984,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
17,SPOP,SPOP-212,919,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
17,SPOP,SPOP-219,873,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
17,SPOP,SPOP-220,563,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
17,SPOP,SPOP-217,773,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
17,SPOP,SPOP-213,428,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
17,SPOP,SPOP-203,450,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
17,SPOP,SPOP-201,2965,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
17,TEN1-CDK3,TEN1-CDK3-202,3287,TEN1-CDK3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44420]
17,FMNL1,FMNL1-202,4101,formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]
17,FMNL1,FMNL1-206,2487,formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]
17,FMNL1,FMNL1-205,1475,formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]
17,FMNL1,FMNL1-208,769,formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]
17,FMNL1,FMNL1-204,453,formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]
17,FMNL1,FMNL1-201,2330,formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]
17,SPNS2,SPNS2-201,3447,sphingolipid transporter 2 [Source:HGNC Symbol;Acc:HGNC:26992]
17,SPNS2,SPNS2-204,846,sphingolipid transporter 2 [Source:HGNC Symbol;Acc:HGNC:26992]
17,CCL18,CCL18-201,1324,C-C motif chemokine ligand 18 [Source:HGNC Symbol;Acc:HGNC:10616]
17,JUP,JUP-202,3298,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]
17,JUP,JUP-201,3200,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]
17,JUP,JUP-203,3497,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]
17,JUP,JUP-208,1069,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]
17,JUP,JUP-206,1029,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]
17,JUP,JUP-204,915,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]
17,JUP,JUP-205,949,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]
17,JUP,JUP-212,583,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]
17,JUP,JUP-207,586,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]
17,JUP,JUP-209,432,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]
17,ARMC7,ARMC7-203,1002,armadillo repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:26168]
17,ARMC7,ARMC7-204,1204,armadillo repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:26168]
17,ARMC7,ARMC7-201,2126,armadillo repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:26168]
17,ARMC7,ARMC7-205,445,armadillo repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:26168]
17,NT5C,NT5C-210,860,"5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]"
17,NT5C,NT5C-201,954,"5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]"
17,NT5C,NT5C-205,720,"5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]"
17,NT5C,NT5C-208,450,"5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]"
17,NT5C,NT5C-211,653,"5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]"
17,NT5C,NT5C-204,582,"5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]"
17,KRT38,KRT38-201,2337,keratin 38 [Source:HGNC Symbol;Acc:HGNC:6456]
17,KRT37,KRT37-201,1475,keratin 37 [Source:HGNC Symbol;Acc:HGNC:6455]
17,TLCD1,TLCD1-201,1017,TLC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25177]
17,TLCD1,TLCD1-204,408,TLC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25177]
17,TLCD1,TLCD1-202,784,TLC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25177]
17,TLCD1,TLCD1-203,578,TLC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25177]
17,FBXL20,FBXL20-201,10388,F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679]
17,FBXL20,FBXL20-205,1739,F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679]
17,FBXL20,FBXL20-202,2309,F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679]
17,FBXL20,FBXL20-203,1620,F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679]
17,FBXL20,FBXL20-204,629,F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679]
17,FDXR,FDXR-201,1875,ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]
17,FDXR,FDXR-205,1827,ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]
17,FDXR,FDXR-203,1705,ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]
17,FDXR,FDXR-214,1827,ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]
17,FDXR,FDXR-219,1762,ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]
17,FDXR,FDXR-204,1967,ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]
17,FDXR,FDXR-217,1766,ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]
17,FDXR,FDXR-202,1809,ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]
17,FDXR,FDXR-211,558,ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]
17,FDXR,FDXR-213,567,ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]
17,KRT33A,KRT33A-201,1287,keratin 33A [Source:HGNC Symbol;Acc:HGNC:6450]
17,KRTAP17-1,KRTAP17-1-201,779,keratin associated protein 17-1 [Source:HGNC Symbol;Acc:HGNC:18917]
17,KRTAP16-1,KRTAP16-1-201,1554,keratin associated protein 16-1 [Source:HGNC Symbol;Acc:HGNC:18916]
17,KRTAP29-1,KRTAP29-1-201,1026,keratin associated protein 29-1 [Source:HGNC Symbol;Acc:HGNC:34211]
17,KRTAP9-7,KRTAP9-7-201,1039,keratin associated protein 9-7 [Source:HGNC Symbol;Acc:HGNC:18915]
17,GRIN2C,GRIN2C-201,4261,glutamate ionotropic receptor NMDA type subunit 2C [Source:HGNC Symbol;Acc:HGNC:4587]
17,GRIN2C,GRIN2C-202,2929,glutamate ionotropic receptor NMDA type subunit 2C [Source:HGNC Symbol;Acc:HGNC:4587]
17,TMEM104,TMEM104-202,1781,transmembrane protein 104 [Source:HGNC Symbol;Acc:HGNC:25984]
17,TMEM104,TMEM104-203,534,transmembrane protein 104 [Source:HGNC Symbol;Acc:HGNC:25984]
17,TMEM104,TMEM104-205,1740,transmembrane protein 104 [Source:HGNC Symbol;Acc:HGNC:25984]
17,TMEM104,TMEM104-204,4679,transmembrane protein 104 [Source:HGNC Symbol;Acc:HGNC:25984]
17,TMEM104,TMEM104-201,4745,transmembrane protein 104 [Source:HGNC Symbol;Acc:HGNC:25984]
17,CD300LB,CD300LB-202,2286,CD300 molecule like family member b [Source:HGNC Symbol;Acc:HGNC:30811]
17,CD300LB,CD300LB-201,993,CD300 molecule like family member b [Source:HGNC Symbol;Acc:HGNC:30811]
17,CD300A,CD300A-202,1858,CD300a molecule [Source:HGNC Symbol;Acc:HGNC:19319]
17,CD300A,CD300A-204,1163,CD300a molecule [Source:HGNC Symbol;Acc:HGNC:19319]
17,CD300A,CD300A-203,382,CD300a molecule [Source:HGNC Symbol;Acc:HGNC:19319]
17,CD300A,CD300A-201,631,CD300a molecule [Source:HGNC Symbol;Acc:HGNC:19319]
17,CD300A,CD300A-205,1459,CD300a molecule [Source:HGNC Symbol;Acc:HGNC:19319]
17,KRTAP3-2,KRTAP3-2-201,702,keratin associated protein 3-2 [Source:HGNC Symbol;Acc:HGNC:16779]
17,PLXDC1,PLXDC1-201,6252,plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]
17,PLXDC1,PLXDC1-206,2082,plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]
17,PLXDC1,PLXDC1-216,547,plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]
17,PLXDC1,PLXDC1-204,876,plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]
17,PLXDC1,PLXDC1-203,619,plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]
17,PLXDC1,PLXDC1-215,565,plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]
17,DBF4B,DBF4B-202,1810,DBF4 zinc finger B [Source:HGNC Symbol;Acc:HGNC:17883]
17,DBF4B,DBF4B-201,2997,DBF4 zinc finger B [Source:HGNC Symbol;Acc:HGNC:17883]
17,RAMP2,RAMP2-205,858,receptor activity modifying protein 2 [Source:HGNC Symbol;Acc:HGNC:9844]
17,RAMP2,RAMP2-204,548,receptor activity modifying protein 2 [Source:HGNC Symbol;Acc:HGNC:9844]
17,RAMP2,RAMP2-201,780,receptor activity modifying protein 2 [Source:HGNC Symbol;Acc:HGNC:9844]
17,RAMP2,RAMP2-202,549,receptor activity modifying protein 2 [Source:HGNC Symbol;Acc:HGNC:9844]
17,RAMP2,RAMP2-203,573,receptor activity modifying protein 2 [Source:HGNC Symbol;Acc:HGNC:9844]
17,SLC47A2,SLC47A2-201,2258,solute carrier family 47 member 2 [Source:HGNC Symbol;Acc:HGNC:26439]
17,SLC47A2,SLC47A2-202,2285,solute carrier family 47 member 2 [Source:HGNC Symbol;Acc:HGNC:26439]
17,SLC47A2,SLC47A2-203,1264,solute carrier family 47 member 2 [Source:HGNC Symbol;Acc:HGNC:26439]
17,MRM1,MRM1-204,1857,mitochondrial rRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26202]
17,MRM1,MRM1-203,1284,mitochondrial rRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26202]
17,DRG2,DRG2-201,1964,developmentally regulated GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3030]
17,DRG2,DRG2-202,1897,developmentally regulated GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3030]
17,DRG2,DRG2-213,550,developmentally regulated GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3030]
17,DRG2,DRG2-215,389,developmentally regulated GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3030]
17,DRG2,DRG2-220,891,developmentally regulated GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3030]
17,ALKBH5,ALKBH5-203,1605,"alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]"
17,ALKBH5,ALKBH5-201,2748,"alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]"
17,TTC19,TTC19-201,3002,tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]
17,TTC19,TTC19-205,760,tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]
17,TTC19,TTC19-209,561,tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]
17,P4HB,P4HB-201,2603,prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548]
